feature_name,source_field,log_source,datatype,description,required_for,example
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-66939,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-67813,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71063,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-46066,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-46067,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-46068,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-46070,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-63314,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-66689,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68472,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-68622,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68276,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68468,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68471,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68656,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68657,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22033,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22050,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22250,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22251,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14470,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22200,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22252,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22771,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22776,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22781,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22783,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22784,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22785,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2023-36331,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2025-51567,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-66802,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2021-41074,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2025-67147,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22772,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-12420,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-29329,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2025-67146,10
path_depth_count,"count_matches(uri, '../')",web_logs,int,Count of directory traversal attempts,DET-CVE-2026-22786,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22788,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22789,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22794,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22798,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22799,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2024-14021,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2024-58339,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2024-58340,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-15514,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2026-22212,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2026-22213,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2026-22214,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22695,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22800,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22801,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22804,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22805,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22812,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22813,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0491,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0492,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0493,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0494,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0495,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0496,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0497,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0498,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0499,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0500,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2026-0501,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0503,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0504,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0506,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0507,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0510,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0511,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0513,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0514,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-66176,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-66177,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22829,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22830,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22831,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22832,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22833,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22834,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22835,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22836,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22837,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-10915,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14829,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-41717,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-40805,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-40942,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-40944,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14001,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-59020,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-59021,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-59022,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0859,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2025-13774,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-11250,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-11669,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-14507,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-9427,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-9435,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0684,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0877,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0878,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0879,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0880,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0881,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0882,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0883,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0884,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0885,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0886,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0887,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0888,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0889,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0890,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0891,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0892,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13444,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-13447,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-36640,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-55462,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-22755,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2024-54855,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-12548,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-65783,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-66698,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68767,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68768,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68769,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68770,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68771,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68772,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68773,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68774,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68775,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68776,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68777,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68778,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68779,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68780,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68781,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68782,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68783,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68784,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68785,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68786,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68787,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68788,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68789,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68790,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68791,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68792,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68793,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68794,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-68795,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68796,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68797,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68798,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68799,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68800,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68801,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68802,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68803,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68804,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68805,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68806,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68807,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68808,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68809,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68810,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68811,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68812,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68813,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68814,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68815,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68816,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68817,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68818,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68819,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68820,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68821,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68822,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68823,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69990,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2025-69991,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-69992,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-70753,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71023,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71024,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71025,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71026,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71027,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71064,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71065,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71066,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71067,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71068,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71069,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71070,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71071,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71072,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71073,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71074,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71075,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71076,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71077,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71078,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71079,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71080,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71081,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71082,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71083,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71084,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71085,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71086,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71087,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71088,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71089,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71090,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71091,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71092,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71093,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71094,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71095,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71096,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71097,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71098,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71099,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71100,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-71101,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0403,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0404,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0405,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0406,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0407,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0408,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-25176,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2025-25249,10
path_depth_count,"count_matches(uri, '../')",web_logs,int,Count of directory traversal attempts,DET-CVE-2025-25652,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-46684,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-46685,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-47855,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-58409,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-58411,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-58693,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2025-59922,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-62182,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-64155,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-65784,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-67685,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-68707,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-8090,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-10865,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-37165,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2025-37166,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-0386,10
sql_keyword_count,"count_matches(payload, ['SELECT', 'UNION', 'DROP'])",web_logs,int,Count of SQL keywords in payload,DET-CVE-2026-20803,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20804,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20805,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20808,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20809,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20810,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20811,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20812,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20814,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20815,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20816,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20817,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20818,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20819,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2026-20820,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20821,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20822,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20823,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20824,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20825,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20826,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20827,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20828,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20829,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20830,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20831,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20832,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20833,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20834,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20835,10
request_rate_1m,count(events),web_logs,int,Volume of requests in 1 minute,DET-CVE-2026-20836,10
payload_length,length(payload),system_logs,int,Length of the input string,DET-CVE-2026-20837,10
