attack_id,name,description,primary_logs,mitre_techniques,default_severity
AP-CVE-2025-50334,CVE-2025-50334 Exploitation,An issue in Technitium DNS Server v.13.5 allows a remote attacker to cause a denial of service via the rate-limiting component...,web_logs;system_logs,CWE-770,75
AP-CVE-2025-55125,CVE-2025-55125 Exploitation,"This vulnerability allows a Backup or Tape Operator to perform remote code execution (RCE) as root by creating a malicious backup configuration file....",web_logs;system_logs,CWE-77,78
AP-CVE-2025-56424,CVE-2025-56424 Exploitation,An issue in Insiders Technologies GmbH e-invoice pro before release 1 Service Pack 2 allows a remote attacker to cause a denial of service via a crafted script...,web_logs;system_logs,CWE-400,75
AP-CVE-2025-56425,CVE-2025-56425 Exploitation,"An issue was discovered in the AppConnector component version 10.10.0.183 and earlier of enaio 10.10, in the AppConnector component version 11.0.0.183 and earlier of enaio 11.0, and in the AppConnctor...",web_logs;system_logs,CWE-77,91
AP-CVE-2025-59468,CVE-2025-59468 Exploitation,"This vulnerability allows a Backup Administrator to perform remote code execution (RCE) as the postgres user by sending a malicious password parameter....",web_logs;system_logs,CWE-77,90
AP-CVE-2025-59469,CVE-2025-59469 Exploitation,This vulnerability allows a Backup or Tape Operator to write files as root....,web_logs;system_logs,CWE-200,90
AP-CVE-2025-59470,CVE-2025-59470 Exploitation,This vulnerability allows a Backup Operator to perform remote code execution (RCE) as the postgres user by sending a malicious interval or order parameter....,web_logs;system_logs,CWE-77,90
AP-CVE-2025-61246,CVE-2025-61246 Exploitation,indieka900 online-shopping-system-php 1.0 is vulnerable to SQL Injection in master/review_action.php via the proId parameter....,web_logs;system_logs,CWE-89,98
AP-CVE-2025-61546,CVE-2025-61546 Exploitation,There is an issue on the /PSP/appNET/Store/CartV12.aspx/GetUnitPrice endpoint in edu Business Solutions Print Shop Pro WebDesk version 18.34 that enables remote attacker to create financial discrepanc...,web_logs;system_logs,CWE-20,91
AP-CVE-2025-61547,CVE-2025-61547 Exploitation,Cross-Site Request Forgery (CSRF) is present on all functions in edu Business Solutions Print Shop Pro WebDesk version 18.34. The application does not implement proper CSRF tokens or other other prote...,web_logs;system_logs,CWE-352,68
AP-CVE-2025-61548,CVE-2025-61548 Exploitation,SQL Injection is present on the hfInventoryDistFormID parameter in the /PSP/appNET/Store/CartV12.aspx/GetUnitPrice endpoint in edu Business Solutions Print Shop Pro WebDesk version 18.34. Unsanitized ...,web_logs;system_logs,CWE-89,98
AP-CVE-2025-61549,CVE-2025-61549 Exploitation,Cross-Site Scripting (XSS) is present on the LoginID parameter on the /PSP/app/web/reg/reg_display.asp endpoint in edu Business Solutions Print Shop Pro WebDesk version 18.34. Unsanitized user input i...,web_logs;system_logs,CWE-79,61
AP-CVE-2025-61550,CVE-2025-61550 Exploitation,Cross-Site Scripting (XSS) is present on the ctl00_Content01_fieldValue parameters on the /psp/appNet/TemplateOrder/TemplatePreview.aspx endpoint in edu Business Solutions Print Shop Pro WebDesk versi...,web_logs;system_logs,CWE-79,54
AP-CVE-2026-0671,CVE-2026-0671 Exploitation,Improper Neutralization of Input During Web Page Generation (XSS or 'Cross-site Scripting') vulnerability in Wikimedia Foundation MediaWiki - UploadWizard extension allows Cross-Site Scripting (XSS).T...,web_logs;system_logs,CWE-79,61
AP-CVE-2026-21638,CVE-2026-21638 Exploitation,"A malicious actor in Wi-Fi range of the affected product could leverage a vulnerability in the airMAX Wireless Protocol to achieve a remote code execution (RCE) within the affected product.   Affec...",web_logs;system_logs,CWE-77,88
AP-CVE-2026-21639,CVE-2026-21639 Exploitation,"A malicious actor in Wi-Fi range of the affected product could leverage a vulnerability in the airMAX Wireless Protocol to achieve a remote code execution (RCE) within the affected product.     Af...",web_logs;system_logs,CWE-77,54
AP-CVE-2026-22486,CVE-2026-22486 Exploitation,Missing Authorization vulnerability in Hakob Re Gallery & Responsive Photo Gallery Plugin allows Exploiting Incorrectly Configured Access Control Security Levels.This issue affects Re Gallery & Respon...,web_logs;system_logs,CWE-862,53
AP-CVE-2026-22487,CVE-2026-22487 Exploitation,Missing Authorization vulnerability in baqend Speed Kit allows Exploiting Incorrectly Configured Access Control Security Levels.This issue affects Speed Kit: from n/a through 2.0.2....,web_logs;system_logs,CWE-862,43
AP-CVE-2026-22488,CVE-2026-22488 Exploitation,Missing Authorization vulnerability in IdeaBox Creations Dashboard Welcome for Beaver Builder allows Exploiting Incorrectly Configured Access Control Security Levels.This issue affects Dashboard Welco...,web_logs;system_logs,CWE-862,53
AP-CVE-2026-22489,CVE-2026-22489 Exploitation,Authorization Bypass Through User-Controlled Key vulnerability in Wptexture Image Slider Slideshow allows Exploiting Incorrectly Configured Access Control Security Levels.This issue affects Image Slid...,web_logs;system_logs,CWE-639,43
AP-CVE-2026-22490,CVE-2026-22490 Exploitation,Missing Authorization vulnerability in niklaslindemann Bulk Landing Page Creator for WordPress LPagery allows Exploiting Incorrectly Configured Access Control Security Levels.This issue affects Bulk L...,web_logs;system_logs,CWE-862,54
AP-CVE-2026-22492,CVE-2026-22492 Exploitation,Missing Authorization vulnerability in Nawawi Jamili Docket Cache allows Exploiting Incorrectly Configured Access Control Security Levels.This issue affects Docket Cache: from n/a through 24.07.04....,web_logs;system_logs,CWE-862,43
AP-CVE-2026-22517,CVE-2026-22517 Exploitation,Missing Authorization vulnerability in Passionate Brains GA4WP: Google Analytics for WordPress allows Exploiting Incorrectly Configured Access Control Security Levels.This issue affects GA4WP: Google ...,web_logs;system_logs,CWE-862,54
AP-CVE-2026-22518,CVE-2026-22518 Exploitation,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in pencilwp X Addons for Elementor allows DOM-Based XSS.This issue affects X Addons for Elementor: fr...,web_logs;system_logs,CWE-79,65
AP-CVE-2026-22519,CVE-2026-22519 Exploitation,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in BuddyDev MediaPress allows Stored XSS.This issue affects MediaPress: from n/a through 1.6.2....,web_logs;system_logs,CWE-79,65
AP-CVE-2026-22521,CVE-2026-22521 Exploitation,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion') vulnerability in G5Theme Handmade Framework allows PHP Local File Inclusion.This issue affects H...,web_logs;system_logs,CWE-98,75
AP-CVE-2026-22522,CVE-2026-22522 Exploitation,Missing Authorization vulnerability in Munir Kamal Block Slider allows Exploiting Incorrectly Configured Access Control Security Levels.This issue affects Block Slider: from n/a through 2.2.3....,web_logs;system_logs,CWE-862,65
AP-CVE-2025-67825,CVE-2025-67825 Exploitation,"An issue was discovered in Nitro PDF Pro for Windows before 14.42.0.34. In certain cases, it displays signer information from a non-verified PDF field rather than from the verified certificate subject...",web_logs;system_logs,CWE-346,98
AP-CVE-2025-68158,CVE-2025-68158 Exploitation,"Authlib is a Python library which builds OAuth and OpenID Connect servers. In version 1.6.5 and prior, cache-backed state/request-token storage is not tied to the initiating user session, so CSRF is p...",web_logs;system_logs,CWE-352,57
AP-CVE-2026-21896,CVE-2026-21896 Exploitation,"Kirby is an open-source content management system. From versions 5.0.0 to 5.2.1, Kirby is missing permission checks in the content changes API. This vulnerability affects all Kirby sites where user pe...",web_logs;system_logs,CWE-863,50
AP-CVE-2026-22230,CVE-2026-22230 Exploitation,OPEXUS eCASE Audit allows an authenticated attacker to modify client-side JavaScript or craft HTTP requests to access functions or buttons that have been disabled or blocked by an administrator. Fixed...,web_logs;system_logs,CWE-863,76
AP-CVE-2026-22231,CVE-2026-22231 Exploitation,OPEXUS eCASE Audit allows an authenticated attacker to save JavaScript as a comment within the Document Check Out functionality. The JavaScript is executed whenever another user views the Action Histo...,web_logs;system_logs,CWE-79,55
AP-CVE-2026-22232,CVE-2026-22232 Exploitation,OPEXUS eCASE Audit allows an authenticated attacker to save JavaScript in the 'A or SIC Number' field within the Project Setup functionality. The JavaScript is executed whenever another user views the...,web_logs;system_logs,CWE-79,55
AP-CVE-2026-22233,CVE-2026-22233 Exploitation,OPEXUS eCASE Audit allows an authenticated attacker to save JavaScript as a comment in the 'Estimated Staff Hours' field. The JavaScript is executed whenever another user visits the Project Cost tab. ...,web_logs;system_logs,CWE-79,55
AP-CVE-2026-22234,CVE-2026-22234 Exploitation,"OPEXUS eCasePortal before version 9.0.45.0 allows an unauthenticated attacker to navigate to the 'Attachments.aspx' endpoint, iterate through predictable values of 'formid', and download or delete all...",web_logs;system_logs,CWE-639,98
AP-CVE-2026-22235,CVE-2026-22235 Exploitation,"OPEXUS eComplaint before version 9.0.45.0 allows an attacker to visit the the 'DocumentOpen.aspx' endpoint, iterate through predictable values of 'chargeNumber', and download any uploaded files....",web_logs;system_logs,CWE-639,75
AP-CVE-2026-22587,CVE-2026-22587 Exploitation,"Ideagen DevonWay contains a stored cross site scripting vulnerability. A remote, authenticated attacker could craft a payload in the 'Reports' page that executes when another user views the report. Fi...",web_logs;system_logs,CWE-79,55
AP-CVE-2025-65518,CVE-2025-65518 Exploitation,"Plesk Obsidian versions 8.0.1 through 18.0.73 are vulnerable to a Denial of Service (DoS) condition. The vulnerability exists in the get_password.php endpoint, where a crafted request containing a mal...",web_logs;system_logs,CWE-400,75
AP-CVE-2025-65731,CVE-2025-65731 Exploitation,An issue was discovered in D-Link Router DIR-605L (Hardware version F1; Firmware version: V6.02CN02) allowing an attacker with physical access to the UART pins to execute arbitrary commands due to pre...,web_logs;system_logs,CWE-306,68
AP-CVE-2025-67325,CVE-2025-67325 Exploitation,Unrestricted file upload in the hotel review feature in QloApps versions 1.7.0 and earlier allows remote unauthenticated attackers to achieve remote code execution....,web_logs;system_logs,CWE-434,98
AP-CVE-2026-21860,CVE-2026-21860 Exploitation,"Werkzeug is a comprehensive WSGI web application library. Prior to version 3.1.5, Werkzeug's safe_join function allows path segments with Windows device names that have file extensions or trailing spa...",web_logs;system_logs,CWE-67,50
AP-CVE-2026-22253,CVE-2026-22253 Exploitation,"Soft Serve is a self-hostable Git server for the command line. Prior to version 0.11.2, an authorization bypass in the LFS lock deletion endpoint allows any authenticated user with repository write ac...",web_logs;system_logs,CWE-863,54
AP-CVE-2026-22256,CVE-2026-22256 Exploitation,"Salvo is a Rust web backend framework. Prior to version 0.88.1, the function list_html generate an file view of a folder which include a render of the current path, in which its inserted in the HTML w...",web_logs;system_logs,CWE-79,88
AP-CVE-2026-22257,CVE-2026-22257 Exploitation,"Salvo is a Rust web backend framework. Prior to version 0.88.1, the function list_html generates a file view of a folder without sanitizing the files or folders names, this may potentially lead to XSS...",web_logs;system_logs,CWE-79,88
AP-CVE-2025-66913,CVE-2025-66913 Exploitation,"JimuReport thru version 2.1.3 is vulnerable to remote code execution when processing user-controlled H2 JDBC URLs. The application passes the attacker-supplied JDBC URL directly to the H2 driver, allo...",web_logs;system_logs,CWE-94,98
AP-CVE-2025-66916,CVE-2025-66916 Exploitation,"The snailjob component in RuoYi-Vue-Plus versions 5.5.1 and earlier, interface /snail-job/workflow/check-node-expression can execute QLExpress expressions, but it does not filter user input, allowing ...",web_logs;system_logs,CWE-94,94
AP-CVE-2025-68715,CVE-2025-68715 Exploitation,"An issue was discovered in Panda Wireless PWRU0 devices with firmware 2.2.9 that exposes multiple HTTP endpoints (/goform/setWan, /goform/setLan, /goform/wirelessBasic) that do not enforce authenticat...",web_logs;system_logs,CWE-306,91
AP-CVE-2026-0747,CVE-2026-0747 Exploitation,Exposure of sensitive information in the TeamViewer entry dashboard component in Devolutions Remote Desktop Manager 2025.3.24.0 through 2025.3.28.0 on Windows allows an external observer to view a pas...,web_logs;system_logs,CWE-200,33
AP-CVE-2025-14505,CVE-2025-14505 Exploitation,The ECDSA implementation of the Elliptic package generates incorrect signatures if an interim value of 'k' (as computed based on step 3.2 of  RFC 6979 https://datatracker.ietf.org/doc/html/rfc6979 ) h...,web_logs;system_logs,CWE-1240,56
AP-CVE-2025-15464,CVE-2025-15464 Exploitation,"Exported Activity allows external applications to gain application context and directly launch Gmail with inbox access, bypassing security controls....",web_logs;system_logs,CWE-926,75
AP-CVE-2025-68716,CVE-2025-68716 Exploitation,"KAYSUS KS-WR3600 routers with firmware 1.0.5.9.1 enable the SSH service enabled by default on the LAN interface. The root account is configured with no password, and administrators cannot disable SSH ...",web_logs;system_logs,CWE-284,84
AP-CVE-2025-68717,CVE-2025-68717 Exploitation,"KAYSUS KS-WR3600 routers with firmware 1.0.5.9.1 allow authentication bypass during session validation. If any user is logged in, endpoints such as /cgi-bin/system-tool accept unauthenticated requests...",web_logs;system_logs,CWE-287,94
AP-CVE-2025-68718,CVE-2025-68718 Exploitation,KAYSUS KS-WR1200 routers with firmware 107 expose SSH and TELNET services on the LAN interface with hardcoded root credentials (root:12345678). The administrator cannot disable these services or chang...,web_logs;system_logs,CWE-200,54
AP-CVE-2025-68719,CVE-2025-68719 Exploitation,"KAYSUS KS-WR3600 routers with firmware 1.0.5.9.1 mishandle configuration management. Once any user is logged in and maintains an active session, an attacker can directly query the backup endpoint and ...",web_logs;system_logs,CWE-200,88
AP-CVE-2026-0728,CVE-2026-0728 Exploitation,A security vulnerability has been detected in code-projects Intern Membership Management System 1.0. This issue affects some unknown processing of the file /intern/admin/delete_admin.php. Such manipul...,web_logs;system_logs,CWE-74,47
AP-CVE-2026-22588,CVE-2026-22588 Exploitation,"Spree is an open source e-commerce solution built with Ruby on Rails. Prior to versions 4.10.2, 5.0.7, 5.1.9, and 5.2.5, an Authenticated Insecure Direct Object Reference (IDOR) vulnerability was iden...",web_logs;system_logs,CWE-639,65
AP-CVE-2025-14436,CVE-2025-14436 Exploitation,"The Brevo for WooCommerce plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the ‘user_connection_id’ parameter in all versions up to, and including, 4.0.49 due to insufficient inpu...",web_logs;system_logs,CWE-79,72
AP-CVE-2026-0729,CVE-2026-0729 Exploitation,A vulnerability was detected in code-projects Intern Membership Management System 1.0. Impacted is an unknown function of the file /intern/admin/add_activity.php. Performing a manipulation of the argu...,web_logs;system_logs,CWE-74,47
AP-CVE-2026-0730,CVE-2026-0730 Exploitation,A flaw has been found in PHPGurukul Staff Leave Management System 1.0. The affected element is the function ADD_STAFF/UPDATE_STAFF of the file /staffleave/slms/slms/adminviews.py of the component SVG ...,web_logs;system_logs,CWE-79,24
AP-CVE-2026-0731,CVE-2026-0731 Exploitation,A vulnerability has been found in TOTOLINK WA1200 5.9c.2914. The impacted element is an unknown function of the file cstecgi.cgi of the component HTTP Request Handler. The manipulation leads to null p...,web_logs;system_logs,CWE-404,53
AP-CVE-2026-0732,CVE-2026-0732 Exploitation,A vulnerability was found in D-Link DI-8200G 17.12.20A1. This affects an unknown function of the file /upgrade_filter.asp. The manipulation of the argument path results in command injection. The attac...,web_logs;system_logs,CWE-74,63
AP-CVE-2026-0733,CVE-2026-0733 Exploitation,A vulnerability was determined in PHPGurukul Online Course Registration System up to 3.1. This impacts an unknown function of the file /onlinecourse/admin/manage-students.php. This manipulation of the...,web_logs;system_logs,CWE-74,63
AP-CVE-2026-22710,CVE-2026-22710 Exploitation,Improper Neutralization of Input During Web Page Generation (XSS or 'Cross-site Scripting') vulnerability in The Wikimedia Foundation Mediawiki - Wikibase Extension allows Cross-Site Scripting (XSS).T...,web_logs;system_logs,CWE-79,50
AP-CVE-2026-22712,CVE-2026-22712 Exploitation,Improper Encoding or Escaping of Output due to magic word replacement in ParserAfterTidy vulnerability in The Wikimedia Foundation Mediawiki - ApprovedRevs Extension allows Input Data Manipulation.Thi...,web_logs;system_logs,CWE-116,50
AP-CVE-2026-22713,CVE-2026-22713 Exploitation,Improper Neutralization of Input During Web Page Generation (XSS or 'Cross-site Scripting') vulnerability in The Wikimedia Foundation Mediawiki - GrowthExperiments Extension allows Cross-Site Scriptin...,web_logs;system_logs,CWE-79,50
AP-CVE-2026-22714,CVE-2026-22714 Exploitation,Improper Neutralization of Input During Web Page Generation (XSS or 'Cross-site Scripting') vulnerability in The Wikimedia Foundation Mediawiki - Monaco Skin allows Cross-Site Scripting (XSS).This iss...,web_logs;system_logs,CWE-79,50
AP-CVE-2025-66315,CVE-2025-66315 Exploitation,"There is a configuration defect vulnerability in the version server of ZTE MF258K Pro products. Due to improper directory permission settings, an attacker can execute write permissions in a specific d...",web_logs;system_logs,CWE-269,43
AP-CVE-2026-22630,CVE-2026-22630 Exploitation,Rejected reason: Not used...,web_logs;system_logs,TBD,50
AP-CVE-2026-22631,CVE-2026-22631 Exploitation,Rejected reason: Not used...,web_logs;system_logs,TBD,50
AP-CVE-2026-22632,CVE-2026-22632 Exploitation,Rejected reason: Not used...,web_logs;system_logs,TBD,50
AP-CVE-2026-22633,CVE-2026-22633 Exploitation,Rejected reason: Not used...,web_logs;system_logs,TBD,50
AP-CVE-2026-22634,CVE-2026-22634 Exploitation,Rejected reason: Not used...,web_logs;system_logs,TBD,50
AP-CVE-2026-22635,CVE-2026-22635 Exploitation,Rejected reason: Not used...,web_logs;system_logs,TBD,50
AP-CVE-2026-22636,CVE-2026-22636 Exploitation,Rejected reason: Not used...,web_logs;system_logs,TBD,50
AP-CVE-2025-14886,CVE-2025-14886 Exploitation,"The Japanized for WooCommerce plugin for WordPress is vulnerable to unauthorized modification of data due to a missing capability check on the `order` REST API endpoint in all versions up to, and incl...",web_logs;system_logs,CWE-862,53
AP-CVE-2025-13749,CVE-2025-13749 Exploitation,"The Clearfy Cache – WordPress optimization plugin, Minify HTML, CSS & JS, Defer plugin for WordPress is vulnerable to Cross-Site Request Forgery in all versions up to, and including, 2.4.0. This is du...",web_logs;system_logs,CWE-352,43
AP-CVE-2025-14803,CVE-2025-14803 Exploitation,The NEX-Forms  WordPress plugin before 9.1.8 does not sanitise and escape some of its settings. The NEX-Forms  WordPress plugin before 9.1.8 can be configured in such a way that could allow subscriber...,web_logs;system_logs,CWE-79,68
AP-CVE-2025-14574,CVE-2025-14574 Exploitation,"The weDocs plugin for WordPress is vulnerable to Sensitive Information Exposure in all versions up to, and including, 2.1.15 via the `/wp-json/wp/v2/docs/settings` REST API endpoint. This makes it pos...",web_logs;system_logs,CWE-200,53
AP-CVE-2025-14718,CVE-2025-14718 Exploitation,"The Schedule Post Changes With PublishPress Future plugin for WordPress is vulnerable to authorization bypass in all versions up to, and including, 4.9.3. This is due to the plugin not properly verify...",web_logs;system_logs,CWE-862,54
AP-CVE-2025-14720,CVE-2025-14720 Exploitation,"The Booking for Appointments and Events Calendar – Amelia plugin for WordPress is vulnerable to unauthorized access due to missing capability checks on multiple AJAX actions in all versions up to, and...",web_logs;system_logs,CWE-862,53
AP-CVE-2025-14736,CVE-2025-14736 Exploitation,"The Frontend Admin by DynamiApps plugin for WordPress is vulnerable to Privilege Escalation in all versions up to, and including, 3.28.25. This is due to insufficient validation of user-supplied role ...",web_logs;system_logs,CWE-269,98
AP-CVE-2025-14782,CVE-2025-14782 Exploitation,"The Forminator Forms – Contact Form, Payment Form & Custom Form Builder plugin for WordPress is vulnerable to authorization bypass in all versions up to, and including, 1.49.1 via the 'listen_for_csv_...",web_logs;system_logs,CWE-862,53
AP-CVE-2025-14893,CVE-2025-14893 Exploitation,"The IndieWeb plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the 'Telephone' parameter in all versions up to, and including, 4.0.5 due to insufficient input sanitization and outp...",web_logs;system_logs,CWE-79,64
AP-CVE-2025-14980,CVE-2025-14980 Exploitation,"The BetterDocs plugin for WordPress is vulnerable to Sensitive Information Exposure in all versions up to, and including, 4.3.3 via the scripts() function. This makes it possible for authenticated att...",web_logs;system_logs,CWE-200,65
AP-CVE-2025-15019,CVE-2025-15019 Exploitation,"The BIALTY - Bulk Image Alt Text (Alt tag, Alt Attribute) with Yoast SEO + WooCommerce plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the 'bialty_cs_alt' post meta in all versio...",web_logs;system_logs,CWE-79,64
AP-CVE-2025-15055,CVE-2025-15055 Exploitation,"The SlimStat Analytics plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the 'notes' and 'resource' parameters in all versions up to, and including, 5.3.4 due to insufficient input...",web_logs;system_logs,CWE-79,72
AP-CVE-2025-15057,CVE-2025-15057 Exploitation,"The SlimStat Analytics plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the `fh` (fingerprint) parameter in all versions up to, and including, 5.3.3. This is due to insufficient i...",web_logs;system_logs,CWE-79,72
AP-CVE-2025-70974,CVE-2025-70974 Exploitation,"Fastjson before 1.2.48 mishandles autoType because, when an @type key is in a JSON document, and the value of that key is the name of a Java class, there may be calls to certain public methods of that...",web_logs;system_logs,CWE-829,100
AP-CVE-2026-0563,CVE-2026-0563 Exploitation,"The WP Google Street View (with 360° virtual tour) & Google maps + Local SEO plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the 'wpgsv_map' shortcode in all versions up to, and ...",web_logs;system_logs,CWE-79,64
AP-CVE-2026-20968,CVE-2026-20968 Exploitation,Use after free in DualDAR prior to SMR Jan-2026 Release 1 allows local privileged attackers to execute arbitrary code....,web_logs;system_logs,TBD,50
AP-CVE-2026-20969,CVE-2026-20969 Exploitation,Improper input validation in SecSettings prior to SMR Jan-2026 Release 1 allows local attacker to access file with system privilege. User interaction is required for triggering this vulnerability....,web_logs;system_logs,TBD,50
AP-CVE-2026-20970,CVE-2026-20970 Exploitation,Improper access control in SLocation prior to SMR Jan-2026 Release 1 allows local attackers to execute the privileged APIs....,web_logs;system_logs,TBD,50
AP-CVE-2026-20971,CVE-2026-20971 Exploitation,Use After Free in PROCA driver prior to SMR Jan-2026 Release 1 allows local attackers to potentially execute arbitrary code....,web_logs;system_logs,TBD,50
AP-CVE-2026-20972,CVE-2026-20972 Exploitation,Improper Export of Android Application Components in UwbTest prior to SMR Jan-2026 Release 1 allows local attackers to enable UWB....,web_logs;system_logs,TBD,50
AP-CVE-2026-20973,CVE-2026-20973 Exploitation,Out-of-bounds read in libimagecodec.quram.so prior to SMR Jan-2026 Release 1 allows remote attacker to access out-of-bounds memory....,web_logs;system_logs,TBD,53
AP-CVE-2026-20974,CVE-2026-20974 Exploitation,Improper input validation in data related to network restrictions prior to SMR Jan-2026 Release 1 allows physical attackers to bypass Carrier Relock....,web_logs;system_logs,TBD,50
AP-CVE-2026-20975,CVE-2026-20975 Exploitation,Improper handling of insufficient permission in Samsung Cloud prior to version 5.6.11 allows local attackers to access specific files in arbitrary path....,web_logs;system_logs,TBD,50
AP-CVE-2026-20976,CVE-2026-20976 Exploitation,Improper input validation in Galaxy Store prior to version 4.6.02 allows local attacker to execute arbitrary script....,web_logs;system_logs,TBD,50
AP-CVE-2025-13628,CVE-2025-13628 Exploitation,The Tutor LMS – eLearning and online course solution plugin for WordPress is vulnerable to unauthorized modification and deletion of data due to a missing capability check on the 'bulk_action_handler'...,web_logs;system_logs,CWE-862,43
AP-CVE-2025-13753,CVE-2025-13753 Exploitation,The WP Table Builder – Drag & Drop Table Builder plugin for WordPress is vulnerable to unauthorized modification of data due to an incorrect authorization check on the save_table() function in all ver...,web_logs;system_logs,CWE-863,43
AP-CVE-2025-13934,CVE-2025-13934 Exploitation,"The Tutor LMS – eLearning and online course solution plugin for WordPress is vulnerable to unauthorized course enrollment in all versions up to, and including, 3.9.3. This is due to a missing capabili...",web_logs;system_logs,CWE-862,43
AP-CVE-2025-13935,CVE-2025-13935 Exploitation,"The Tutor LMS – eLearning and online course solution plugin for WordPress is vulnerable to unauthorized course completion in all versions up to, and including, 3.9.2. This is due to missing enrollment...",web_logs;system_logs,CWE-862,43
AP-CVE-2025-14146,CVE-2025-14146 Exploitation,"The Booking Calendar plugin for WordPress is vulnerable to Sensitive Information Exposure in all versions up to, and including, 10.14.10 via the `WPBC_FLEXTIMELINE_NAV` AJAX action. This is due to the...",web_logs;system_logs,CWE-862,53
AP-CVE-2025-14657,CVE-2025-14657 Exploitation,"The Eventin – Event Manager, Events Calendar, Event Tickets and Registrations plugin for WordPress is vulnerable to unauthorized modification of data due to a missing capability check on the 'post_set...",web_logs;system_logs,CWE-862,72
AP-CVE-2025-14741,CVE-2025-14741 Exploitation,The Frontend Admin by DynamiApps plugin for WordPress is vulnerable to missing authorization to unauthorized data modification and deletion due to a missing capability check on the 'delete_object' fun...,web_logs;system_logs,CWE-862,91
AP-CVE-2025-14937,CVE-2025-14937 Exploitation,The Frontend Admin by DynamiApps plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the 'acff' parameter in the 'frontend_admin/forms/update_field' AJAX action in all versions up to...,web_logs;system_logs,CWE-79,72
AP-CVE-2025-69194,CVE-2025-69194 Exploitation,A security issue was discovered in GNU Wget2 when handling Metalink documents. The application fails to properly validate file paths provided in Metalink <file name> elements. An attacker can abuse th...,web_logs;system_logs,CWE-22,88
AP-CVE-2025-69195,CVE-2025-69195 Exploitation,"A flaw was found in GNU Wget2. This vulnerability, a stack-based buffer overflow, occurs in the filename sanitization logic when processing attacker-controlled URL paths, particularly when filename re...",web_logs;system_logs,CWE-121,76
AP-CVE-2026-21409,CVE-2026-21409 Exploitation,"Improper authorization vulnerability exists in RICOH Streamline NX 3.5.1 to 24R3. If a man-in-the-middle attack is conducted on the communication between the affected product and its user, and some cr...",web_logs;system_logs,CWE-639,50
AP-CVE-2026-0627,CVE-2026-0627 Exploitation,"The AMP for WP plugin for WordPress is vulnerable to Stored Cross-Site Scripting via SVG file uploads in all versions up to, and including, 1.1.10. This is due to insufficient sanitization of SVG file...",web_logs;system_logs,CWE-79,64
AP-CVE-2025-10569,CVE-2025-10569 Exploitation,"GitLab has remediated an issue in GitLab CE/EE affecting all versions from 8.3 before 18.5.5, 18.6 before 18.6.3, and 18.7 before 18.7.1 that could have allowed an authenticated user to create a denia...",web_logs;system_logs,CWE-770,65
AP-CVE-2025-11246,CVE-2025-11246 Exploitation,"GitLab has remediated an issue in GitLab CE/EE affecting all versions from 15.4 before 18.5.5, 18.6 before 18.6.3, and 18.7 before 18.7.1 that could have allowed an authenticated user with specific pe...",web_logs;system_logs,CWE-1220,54
AP-CVE-2025-13729,CVE-2025-13729 Exploitation,"The Entry Views plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's 'entry-views' shortcode in all versions up to, and including, 1.0.0 due to insufficient input sanitiz...",web_logs;system_logs,CWE-79,64
AP-CVE-2025-13761,CVE-2025-13761 Exploitation,"GitLab has remediated an issue in GitLab CE/EE affecting all versions from 18.6 before 18.6.3, and 18.7 before 18.7.1 that could have allowed an unauthenticated user to execute arbitrary code in the c...",web_logs;system_logs,CWE-79,80
AP-CVE-2025-13772,CVE-2025-13772 Exploitation,"GitLab has remediated an issue in GitLab EE affecting all versions from 18.4 before 18.5.5, 18.6 before 18.6.3, and 18.7 before 18.7.1 that could have allowed an authenticated user to access and utili...",web_logs;system_logs,CWE-862,71
AP-CVE-2025-13781,CVE-2025-13781 Exploitation,"GitLab has remediated an issue in GitLab EE affecting all versions from 18.5 before 18.5.5, 18.6 before 18.6.3, and 18.7 before 18.7.1 that could have allowed an authenticated user to modify instance-...",web_logs;system_logs,CWE-862,65
AP-CVE-2025-13853,CVE-2025-13853 Exploitation,"The Nearby Now Reviews plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the 'data_tech' parameter of the nn-tech shortcode in all versions up to, and including, 5.2 due to insuffi...",web_logs;system_logs,CWE-79,64
AP-CVE-2025-13895,CVE-2025-13895 Exploitation,"The Top Position Google Finance plugin for WordPress is vulnerable to Reflected Cross-Site Scripting via the `$_SERVER['PHP_SELF']` variable in all versions up to, and including, 0.1.0 due to insuffic...",web_logs;system_logs,CWE-79,61
AP-CVE-2025-13900,CVE-2025-13900 Exploitation,"The WP Popup Magic plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the 'name' parameter of the [wppum_end] shortcode in all versions up to, and including, 1.0.0 due to insufficie...",web_logs;system_logs,CWE-79,64
